,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search
1729,,0.0,0.0,Neutral,2021-08-15 17:15:53,riedwaanwanie,@StandardBankZA #StandardBank #FamilyFeudSA #PureSave #ItCanBe #SBFamily 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌  https://t.co/oEEeu7YdJC,"['standardbank', 'familyfeudsa', 'puresave', 'itcanbe', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1730,,0.0,0.0,Neutral,2021-08-15 17:15:29,Kittykat_01,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/eyo0oDowN0,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1731,standard bank team,0.0,0.0,Neutral,2021-08-15 17:15:23,Thuli53918279,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank team,[],0,"StandardBankZA OR ""Standard Bank"""
1732,,0.0,0.0,Neutral,2021-08-15 17:15:22,IamThapelo,@StandardBankZA @LeeAnnStylish,[],0,"StandardBankZA OR ""Standard Bank"""
1733,,0.0,0.0,Neutral,2021-08-15 17:15:17,IamThapelo,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/4Kpad47jO2,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1734,,0.0,0.0,Neutral,2021-08-15 17:14:56,Pearlish_Queen,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA  https://t.co/L1uja4KuDV,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1735,,0.0,0.0,Neutral,2021-08-15 17:14:14,PearlBongie,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA  https://t.co/06I0UJgO9r,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1736,one puresave account benefits,0.0,0.0,Neutral,2021-08-15 17:14:11,PontshoMofoke16,@StandardBankZA @StandardBankZA #SBFamily #PureSave #Familyfeudsa #standardbank #ItCanBe one of the puresave account benefits 👉👉 💳 💳💳💳  https://t.co/qxaekRpcQv,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1737,,0.0,0.0,Neutral,2021-08-15 17:13:58,Nomvula_Sims,@StandardBankZA #SBFamily #PureSave  https://t.co/Zmrw5xUyPB,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1738,,0.0,0.0,Neutral,2021-08-15 17:13:06,LinkyLungile,@StandardBankZA #SBFamily #PureSave  https://t.co/MPI4y2oNnX,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1739,,0.0,0.0,Neutral,2021-08-15 17:13:05,Kay_Patty_Les,@StandardBankZA #SBFamily #PureSave  https://t.co/sfhevg6Wf9,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1740,,0.0,0.0,Neutral,2021-08-15 17:13:03,LungelwaMabe,@StandardBankZA @FeudAfrica #PureSave #StandardBank #ItCanBe #SBFamily  https://t.co/apRjZUySYC,"['puresave', 'standardbank', 'itcanbe', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1741,standard bank obviously,0.0,0.25,Neutral,2021-08-15 17:13:00,StevenJ79550313,@KFCSA @FeudAfrica Standard Bank obviously 👏👏👏👏👏👏👏,[],0,"StandardBankZA OR ""Standard Bank"""
1742,chocho family will win,0.8,0.4,Positive,2021-08-15 17:12:29,KakgisoMakwala,@FeudAfrica @StandardBankZA @IAmSteveHarvey #FamilyFeudSA chocho family will win,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
1743,family waaaay,0.0,0.0,Neutral,2021-08-15 17:11:56,synncube,@KFCSA @StandardBankZA family all the waaaay💃🏽,[],0,"StandardBankZA OR ""Standard Bank"""
1744,,0.0,0.0,Neutral,2021-08-15 17:11:06,KuneneThandeka2,@StandardBankZA @FeudAfrica #SBFamily  #Puresave  #FamilyFeudSA #Standardbank #itcanbe  https://t.co/cbl12YLqoI,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1745,,0.0,0.0,Neutral,2021-08-15 17:10:55,maria_ramokolo,@StandardBankZA @FeudAfrica #SBFamily #PureSave  https://t.co/kdhNN5FCaW,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1746,,0.0,0.0,Neutral,2021-08-15 17:10:41,Nuraan08844077,@StandardBankZA #SBFamily #PureSave #familyfuedSA #ItCanBe 💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥  https://t.co/upRALe3XkD,"['sbfamily', 'puresave', 'familyfuedsa', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1747,,0.0,0.0,Neutral,2021-08-15 17:10:38,NololiM_Farms,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  #standardbank #ItCanBe  https://t.co/jQf2pH32mX,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1748,,0.0,0.0,Neutral,2021-08-15 17:10:26,Lemuel24M,@StandardBankZA @FeudAfrica #SBFamily #PureSave  https://t.co/BV3K2ifz8m,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1749,,0.0,0.0,Neutral,2021-08-15 17:10:05,Laurenc50659367,@StandardBankZA #SBFamily  #PureSave  #FamilyFeudSA  #standardbank  #ItCanBe  https://t.co/Kk1D929vlA,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1750,,0.0,0.0,Neutral,2021-08-15 17:09:48,Deon40585377,@StandardBankZA #SBFamily #FamilyFeudSA #ItCanBe #standardbank #PureSave  https://t.co/KeSsse4Vzx,"['sbfamily', 'familyfeudsa', 'itcanbe', 'standardbank', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1751,,0.0,0.0,Neutral,2021-08-15 17:09:43,thabokotu,@StandardBankZA #PureSave #standardbank  #SBFamily  #ItCanBe  https://t.co/ZnI05RRrQF,"['puresave', 'standardbank', 'sbfamily', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1752,team chocho,0.0,0.0,Neutral,2021-08-15 17:09:37,Lemuel24M,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Chocho  #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PurSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'pursave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1753,rooting team,0.0,0.0,Neutral,2021-08-15 17:09:32,mthombenikhens3,@FeudAfrica @StandardBankZA @IAmSteveHarvey Am rooting for team #Chocho🤞🤞🤞🤞💯💯💯 #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PurSave #etvonline #RapidBluetv,"['chocho', 'familyfeudafrica', 'itcanbe', 'pursave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1754,,0.0,0.0,Neutral,2021-08-15 17:09:21,Kay_Patty_Les,@StandardBankZA #SBFamily #PureSave  https://t.co/5pehxtJ2RA,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1755,,0.0,0.0,Neutral,2021-08-15 17:08:58,Akani80267886,@StandardBankZA @FeudAfrica #SBFamily  #PureSave  #FamilyFeudSA  #FamilyFeudAfrica  #ItCanBe  #BeatTheFeud #standardbank  https://t.co/rXSZLmdZQ6,"['sbfamily', 'puresave', 'familyfeudsa', 'familyfeudafrica', 'itcanbe', 'beatthefeud', 'standardbank']",1,"StandardBankZA OR ""Standard Bank"""
1756,,0.0,0.0,Neutral,2021-08-15 17:08:04,GosoHustle,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA  https://t.co/AFhMq9tm7S,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1757,will go standard bank family,0.0,0.0,Neutral,2021-08-15 17:07:52,AudreyShabangu2,@FeudAfrica @StandardBankZA @IAmSteveHarvey I will have go with Standard Bank Family🙌 🤞🤞🤞🤞 #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PurSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'pursave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
1758,standard bank family got one,0.0,0.0,Neutral,2021-08-15 17:07:52,dbname1,@KFCSA Standard Bank family got this one!!!,[],0,"StandardBankZA OR ""Standard Bank"""
1759,,0.0,0.0,Neutral,2021-08-15 17:07:19,BMpepeto,@StandardBankZA #SBFamily #PureSave  https://t.co/VW4LAgjlif,"['sbfamily', 'puresave']",1,"StandardBankZA OR ""Standard Bank"""
1760,awesome stuff goodluck standard bank family got,0.5,0.5,Positive,2021-08-15 17:06:20,dbname1,@StandardBankZA @FeudAfrica Awesome stuff Goodluck Standard Bank family... You got this!!!,[],2,"StandardBankZA OR ""Standard Bank"""
1761,version android huawei yes updated uninstall hms core doesnt accept email card number,0.0,0.0,Neutral,2021-08-15 17:06:15,MakhambeniRob,@StandardBankZA Version 8.2 Android Huawei and yes updated and no cannot uninstall HMS core. Doesn't accept my email or card number,[],0,"StandardBankZA OR ""Standard Bank"""
1762,,0.0,0.0,Neutral,2021-08-15 17:06:04,MercyNaidoo,@StandardBankZA @FeudAfrica #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/NV8udumVv5,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1763,,0.0,0.0,Neutral,2021-08-15 17:05:59,Miss_Brink,@StandardBankZA #SBFamily #PureSave  https://t.co/dp3UphUyLD,"['sbfamily', 'puresave']",1,"StandardBankZA OR ""Standard Bank"""
1764,,0.0,0.0,Neutral,2021-08-15 17:05:51,Brillia20778497,@SBFamily #PureSave  #FamilyfeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/EzmXp3l9B6,"['puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1765,standard bank,0.0,0.0,Neutral,2021-08-15 17:05:28,itsAndilexaba,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank #FamilyFeudSA,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
1766,standard bank family whoop whoop let,0.0,0.0,Neutral,2021-08-15 17:05:21,dbname1,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank family whoop whoop let's do this...,[],0,"StandardBankZA OR ""Standard Bank"""
1767,team standard bank,0.0,0.0,Neutral,2021-08-15 17:04:58,SefReloe,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank #FamilyFeudSA,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
1768,,0.0,0.0,Neutral,2021-08-15 17:04:50,La_Lungsta,@StandardBankZA @Elsie18809127 #SBFamily #PureSave #FamilyFeudAfrica #StandardBank  https://t.co/deqqh3c1lm,"['sbfamily', 'puresave', 'familyfeudafrica', 'standardbank']",1,"StandardBankZA OR ""Standard Bank"""
1769,,0.0,0.0,Neutral,2021-08-15 17:04:11,Brillia20778497,@StandardBankZA #SBFamily #PureSave #FamilyfeudSA #StandardBank #ItCanBe  https://t.co/xIfp9c8myQ,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1770,chocho family,0.0,0.0,Neutral,2021-08-15 17:03:26,MercyNaidoo,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidBlueTV,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1771,,0.0,0.0,Neutral,2021-08-15 17:03:26,synncube,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/qjYFMJaml7,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1772,,0.0,0.0,Neutral,2021-08-15 17:03:04,SefReloe,#SBFamily #PureSave #FamilyFeudSA @StandardBankZA @FeudAfrica  https://t.co/lsxUV3M9Fk,"['sbfamily', 'puresave', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
1773,chocho,0.0,0.0,Neutral,2021-08-15 17:02:41,Paulza_M,@FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO  #FamilyFeudSA,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
1774,standard bank family taking,0.0,0.0,Neutral,2021-08-15 17:02:32,bpramorula,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family is taking it  #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PurSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'pursave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
1775,,0.0,0.0,Neutral,2021-08-15 17:02:32,Janineboland,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/2mwXYI4yuT,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1776,,0.0,0.0,Neutral,2021-08-15 17:01:39,Ziyanda_Fezile,@StandardBankZA @FeudAfrica #SBFamily  #Puresave #FamilyFeudAfrica  https://t.co/042d2gHgY0,"['sbfamily', 'puresave', 'familyfeudafrica']",0,"StandardBankZA OR ""Standard Bank"""
1777,family going win,0.8,0.4,Positive,2021-08-15 17:01:35,Lyndacomps,@KFCSA @StandardBankZA  family is going to win 👌👌,[],1,"StandardBankZA OR ""Standard Bank"""
1778,yummy benefit wouldnt life debit orders,0.0,0.0,Neutral,2021-08-15 17:01:32,ZeeSteefy,"Such a yummy benefit, who wouldn't like a life with NO DEBIT ORDERS 😍  #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA  https://t.co/KLwx1Hsjci","['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1779,,0.0,0.0,Neutral,2021-08-15 17:01:28,Nicky_Da_Poet,@StandardBankZA #SBFamily #PureSave   #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/IY4JUXdTRr,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1780,yummy benefit wouldnt life debit orders,0.0,0.0,Neutral,2021-08-15 17:01:15,ZeeSteefy,"@StandardBankZA Such a yummy benefit, who wouldn't like a life with NO DEBIT ORDERS 😍  #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe @StandardBankZA  https://t.co/KLwx1Hsjci","['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1781,,0.0,0.0,Neutral,2021-08-15 17:00:30,Farhana4July,@StandardBankZA #SBFamily #PureSave #FamilyFuedSA #StandardBank #ItCanBe  https://t.co/Ka4Mizfhgg,"['sbfamily', 'puresave', 'familyfuedsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1782,,0.0,0.0,Neutral,2021-08-15 17:00:23,sibusiso_ngwale,@StandardBankZA #SBFamily #PureSave  https://t.co/mDaktOr27r,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1783,,0.0,0.0,Neutral,2021-08-15 17:00:15,GABBIE62273342,@StandardBankZA @FeudAfrica #SBFamily #PureSave  https://t.co/buBGU9lSR9,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1784,,0.0,0.0,Neutral,2021-08-15 16:59:55,Siyabon16019272,@StandardBankZA #SBFamily #PureSave  https://t.co/PQtAWF5o8Q,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1785,,0.0,0.0,Neutral,2021-08-15 16:59:48,chanto26c,@StandardBankZA #SBFamily #PureSave  https://t.co/ionZn2SEeE,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1786,chocho family,0.0,0.0,Neutral,2021-08-15 16:59:47,LivhuwaniNemag1,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
1787,,0.0,0.0,Neutral,2021-08-15 16:59:32,NgokwanaMasipa1,@StandardBankZA @FeudAfrica #SBFamily #PureSave  https://t.co/8em0Nl5IAh,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1788,,0.0,0.0,Neutral,2021-08-15 16:59:25,216425261_zama,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/qj3YXfQ4nS,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1789,,0.0,0.0,Neutral,2021-08-15 16:59:25,bpramorula,@StandardBankZA @FeudAfrica #SBFamily #PureSave  https://t.co/PAMbwcs1SG,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1790,,0.0,0.0,Neutral,2021-08-15 16:58:49,GogoNgwenya,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #standardbank  #ItCab  https://t.co/1zN1JaGiKp,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcab']",0,"StandardBankZA OR ""Standard Bank"""
1791,,0.0,0.0,Neutral,2021-08-15 16:58:36,Sara2Nice_,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/r7OUA2fUvd,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1792,,0.0,0.0,Neutral,2021-08-15 16:58:11,StephanieDouri2,@StandardBankZA #SBFamily #PureSave  https://t.co/Sep5iitZjA,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1793,,0.0,0.0,Neutral,2021-08-15 16:57:51,Elsie18809127,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardbankZA #ItCanBe  https://t.co/GgUFTHtbH1,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbankza', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1794,,0.0,0.0,Neutral,2021-08-15 16:57:28,JakesThandi,@StandardBankZA #SBFamily #PureSave  https://t.co/xwiJjsDypr,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1795,good luck standard bank,0.35,0.30000000000000004,Positive,2021-08-15 16:57:16,SbongileThomo,@StandardBankZA Good luck Standard bank #SBFamily.  #PureSave #StandardBank. #ItCanBe,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1796,,0.0,0.0,Neutral,2021-08-15 16:56:40,LindokuhleGroot,@StandardBankZA @Nompume83499403   #SBFamily #PureSave  #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/Fjx1DKIjfw,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1797,minimum opening balance account,0.0,0.0,Neutral,2021-08-15 16:56:40,Makalebza,@StandardBankZA @FeudAfrica Minimum opening balance for WHO??? for WHAT???? 🤷‍♀️   Not with the #SBFamily #PureSave account 💃💃💃  #FamilyFeudSA #StandardBank  #ItCanBe  https://t.co/A7d1P1yBWr,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1798,monthly management fees,0.0,0.0,Neutral,2021-08-15 16:56:33,Sibusis57144947,@StandardBankZA @FeudAfrica #PureSave #SBFamily No monthly Management Fees  https://t.co/wrYT7ADFaw,"['puresave', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1799,,0.0,0.0,Neutral,2021-08-15 16:56:31,Elsie18809127,@StandardBankZA #SBFamily #PureSave  https://t.co/LhmwaFsTyi,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1800,,0.0,0.0,Neutral,2021-08-15 16:56:28,riaanboshoff,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/RluxpRdBO2,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1801,,0.0,0.0,Neutral,2021-08-15 16:56:12,Nkosnat32750960,@StandardBankZA @FeudAfrica #SBFamily #PureSave  https://t.co/veeizT4eqF,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1802,,0.0,0.0,Neutral,2021-08-15 16:56:09,MsDudz,@StandardBankZA #SbFamily #PureSave #standardbank #FamilyFeudSA #ItCanBe  https://t.co/eu4U3vopmE,"['sbfamily', 'puresave', 'standardbank', 'familyfeudsa', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1803,will go chocho family taking money,0.0,0.0,Neutral,2021-08-15 16:56:00,malefogodfrey1,@FeudAfrica @StandardBankZA @IAmSteveHarvey I will have to go with CHOCHO family they are taking the money.,[],0,"StandardBankZA OR ""Standard Bank"""
1804,,0.0,0.0,Neutral,2021-08-15 16:55:58,Elsie18809127,@StandardBankZA #SBFamily #PureSave  https://t.co/lCY7rwmQuQ,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1805,,0.0,0.0,Neutral,2021-08-15 16:55:48,Khozman03,@StandardBankZA @FeudAfrica #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/RYD5fEhvpu,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1806,puresave account benefits,0.0,0.0,Neutral,2021-08-15 16:55:25,Lyndacomps,@StandardBankZA @StandardBankZA #SBFamily #PureSave #Familyfeudsa #standardbank #ItCanBe  puresave account benefits 🤞🤞  https://t.co/9zGQYSjtoE,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1807,,0.0,0.0,Neutral,2021-08-15 16:55:25,Elsie18809127,@StandardBankZA #SBFamily #PureSave  https://t.co/a5Hx5GuN6y,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1808,,0.0,0.0,Neutral,2021-08-15 16:53:51,Katlego86680872,@StandardBankZA @FeudAfrica #PureSave #ItCanBe #StandardBank #SBFamily  #FamilyFeudSA  https://t.co/XcXe1z55g3,"['puresave', 'itcanbe', 'standardbank', 'sbfamily', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
1809,,0.0,0.0,Neutral,2021-08-15 16:53:44,MaryRLedwaba,@StandardBankZA #ItCanBe,['itcanbe'],0,"StandardBankZA OR ""Standard Bank"""
1810,,0.0,0.0,Neutral,2021-08-15 16:53:22,Keitumetsekabo9,@StandardBankZA #SBFamily #PureSave  https://t.co/hhczIAV5c4,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1811,puresave account benefits,0.0,0.0,Neutral,2021-08-15 16:53:14,Lyndacomps,@StandardBankZA @StandardBankZA #SBFamily #PureSave #Familyfeudsa #standardbank #ItCanBe  puresave account benefits  https://t.co/140T0CMnOg,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1812,,0.0,0.0,Neutral,2021-08-15 16:52:18,Mkhathini_03,@StandardBankZA 🤩🤩🤩 #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/EdXlOqVnDU,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1813,,0.0,0.0,Neutral,2021-08-15 16:52:17,seblointeriors5,@StandardBankZA  https://t.co/5MNSTLAh7h,[],0,"StandardBankZA OR ""Standard Bank"""
1814,pm tonight etv,0.0,0.0,Neutral,2021-08-15 16:52:17,MindshareSA_Acc,@GloriaLesufi @ncuthwa90 @StandardBankZA at 6pm tonight on Etv.,[],0,"StandardBankZA OR ""Standard Bank"""
1815,,0.0,0.0,Neutral,2021-08-15 16:51:47,Farhana4July,@StandardBankZA @FeudAfrica #PureSave #ItCanBe #FamilyFuedSA #SBFamily #SBFamily #StandardBank  https://t.co/THmFojLMy6,"['puresave', 'itcanbe', 'familyfuedsa', 'sbfamily', 'sbfamily', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1816,puresave account benefits,0.0,0.0,Neutral,2021-08-15 16:51:39,Lyndacomps,@StandardBankZA @StandardBankZA #SBFamily #PureSave #Familyfeudsa #standardbank #ItCanBe  puresave account benefits  https://t.co/j8e7g6MRx1🤞🤞🤞🤞,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1817,debit orders,0.0,0.0,Neutral,2021-08-15 16:51:35,SomethingDobo,@StandardBankZA No Debit Orders  #SBFamily #PureSave #FamilyFeudSA  #FamilyFeudAfrica  #ItCanBe  https://t.co/58ohgh3qjT,"['sbfamily', 'puresave', 'familyfeudsa', 'familyfeudafrica', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1818,,0.0,0.0,Neutral,2021-08-15 16:51:17,Bokamosojah,@StandardBankZA #SBFamily #PureSave  https://t.co/LTcNGexf6v,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1819,one benefits puresave account,0.0,0.0,Neutral,2021-08-15 16:50:39,ByLungi,One of the benefits of a PureSave account from @StandardBankZA    #SBFamily #PureSave  https://t.co/8a7PQK1jx9,"['sbfamily', 'puresave']",1,"StandardBankZA OR ""Standard Bank"""
1820,uninstall hms core operating system wont let uninstall anyway fix app please,0.0,0.0,Neutral,2021-08-15 16:50:15,MakhambeniRob,@StandardBankZA @molemahloni Cannot uninstall HMS core. It's the operating system!! It won't let me uninstall it anyway. Just fix the app please,[],0,"StandardBankZA OR ""Standard Bank"""
1821,,0.0,0.0,Neutral,2021-08-15 16:50:13,MapulaRasekelen,@StandardBankZA #PureSave #ItCanBe #StandardBank #SBFamily  #FamilyFeudSA  https://t.co/LXK0cvCjJy,"['puresave', 'itcanbe', 'standardbank', 'sbfamily', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
